"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"22.10.2024","13,4408","13,5909","13,6326","13,4419","","-1,13%"
"21.10.2024","13,5949","13,6189","13,7157","13,4597","","-0,14%"
"18.10.2024","13,6140","13,5812","13,6771","13,4136","","0,30%"
"17.10.2024","13,5738","13,5895","13,7191","13,5738","","-0,06%"
"16.10.2024","13,5820","13,5893","13,7356","13,5799","","0,00%"
"15.10.2024","13,5820","13,3334","13,9231","13,2032","","0,71%"
"14.10.2024","13,4869","13,5320","13,6176","13,4885","","-0,50%"
"11.10.2024","13,5553","13,6545","13,7465","13,4714","","-0,64%"
"10.10.2024","13,6425","13,7112","13,7963","13,6437","","-0,39%"
"09.10.2024","13,6964","13,6896","14,1692","13,6272","","-0,04%"
"08.10.2024","13,7022","13,6440","13,7213","13,5854","","-0,01%"
"07.10.2024","13,7042","13,6083","13,7494","13,6083","","1,26%"
"04.10.2024","13,5333","13,4644","13,6781","13,4644","","0,26%"
"03.10.2024","13,4977","13,4658","13,5855","13,4515","","-0,94%"
"02.10.2024","13,6259","13,6304","13,8420","13,3448","","-0,21%"
"01.10.2024","13,6544","13,2379","13,6568","13,2079","","3,06%"
"30.09.2024","13,2484","13,4448","13,4508","13,1123","","-1,52%"
"27.09.2024","13,4530","13,2006","13,4537","13,1573","","1,85%"
"26.09.2024","13,2087","13,0919","13,2391","13,0471","","0,43%"
"25.09.2024","13,1516","13,1445","13,2565","12,9786","","-0,34%"
"24.09.2024","13,1964","12,9645","13,3007","12,9506","","1,74%"
"23.09.2024","12,9703","13,1065","13,2190","12,9723","","-0,95%"
"20.09.2024","13,0949","13,0581","13,2029","13,0509","","0,42%"
"19.09.2024","13,0402","13,0086","13,2649","12,9489","","-1,35%"
"18.09.2024","13,2186","12,8234","13,2521","12,8193","","2,49%"
"17.09.2024","12,8969","12,7881","12,9129","12,7437","","0,11%"
"16.09.2024","12,8828","12,8085","12,8988","12,7930","","1,56%"
"13.09.2024","12,6854","12,5503","12,9023","12,5434","","1,23%"
"12.09.2024","12,5310","12,8562","12,8643","12,5300","","-2,57%"
"11.09.2024","12,8612","12,7767","12,9660","12,7227","","0,65%"
"10.09.2024","12,7785","12,7201","12,8687","12,6420","","0,40%"
"09.09.2024","12,7274","12,7119","12,8315","12,6138","","-0,12%"
"06.09.2024","12,7427","12,4516","12,7741","12,4493","","2,44%"
"05.09.2024","12,4393","12,3219","12,7949","12,3179","","1,12%"
"04.09.2024","12,3010","12,3314","12,6482","12,2666","","-0,21%"
"03.09.2024","12,3271","12,5746","12,6833","12,2295","","-2,28%"
"02.09.2024","12,6153","12,7728","12,9243","12,5170","","-1,31%"
"30.08.2024","12,7823","12,8917","13,0200","12,7612","","-1,38%"
"29.08.2024","12,9608","12,8350","12,9764","12,8304","","0,95%"
"28.08.2024","12,8384","12,8440","12,9096","12,7646","","-0,02%"
"27.08.2024","12,8413","12,9117","12,9567","12,7612","","-0,58%"
"26.08.2024","12,9158","12,8609","12,9880","12,8093","","0,59%"
"23.08.2024","12,8406","12,7801","12,8783","12,7663","","0,50%"
"22.08.2024","12,7773","12,8284","12,9500","12,6981","","-0,36%"
"21.08.2024","12,8235","12,7796","12,9441","12,7395","","0,36%"
"20.08.2024","12,7771","12,6052","12,8640","12,4712","","1,58%"
"19.08.2024","12,5788","12,5117","12,6252","12,4586","","0,77%"
"16.08.2024","12,4828","12,3815","12,6903","12,2319","","0,79%"
"15.08.2024","12,3844","12,5404","12,6428","12,3268","","-1,54%"
"14.08.2024","12,5778","12,8572","13,0104","12,3264","","-0,54%"
"13.08.2024","12,6461","12,6747","13,4455","12,6189","","-0,28%"
"12.08.2024","12,6812","12,3513","12,7916","12,3186","","2,61%"
"09.08.2024","12,3588","12,0830","12,4194","12,0777","","2,31%"
"08.08.2024","12,0792","11,9502","12,1581","11,9467","","1,09%"
"07.08.2024","11,9494","11,9115","12,0085","11,8087","","-0,17%"
"06.08.2024","11,9692","11,8515","12,0068","11,8208","","0,56%"
"05.08.2024","11,9023","11,9570","12,1811","11,8680","","-0,31%"
"02.08.2024","11,9397","11,8021","11,9464","11,7985","","1,17%"
"01.08.2024","11,8013","11,9340","11,9502","11,7609","","-1,09%"
"31.07.2024","11,9318","11,8618","11,9803","11,7732","","0,90%"
"30.07.2024","11,8250","11,8953","11,9551","11,8257","","-0,63%"
"29.07.2024","11,8994","11,8711","11,9875","11,7581","","0,23%"
"26.07.2024","11,8721","11,7541","12,0485","11,7231","","1,02%"
"25.07.2024","11,7525","11,8768","11,9889","11,7348","","-1,02%"
"24.07.2024","11,8736","12,0748","12,0776","11,8605","","-1,67%"
"23.07.2024","12,0751","12,0790","12,1383","11,8123","","-0,02%"
"22.07.2024","12,0770","12,0573","12,1687","12,0070","","0,12%"
"19.07.2024","12,0630","12,1756","12,1756","11,9742","","-0,91%"
"18.07.2024","12,1742","12,1878","12,1969","12,0592","","-0,10%"
"17.07.2024","12,1861","12,1757","12,2016","12,0944","","0,20%"
"16.07.2024","12,1613","12,1294","12,2386","12,0294","","-0,06%"
"15.07.2024","12,1680","12,1016","12,2017","12,0061","","0,41%"
"12.07.2024","12,1187","11,9869","12,1577","11,9783","","1,11%"
"11.07.2024","11,9858","12,1447","12,1820","11,9862","","-1,28%"
"10.07.2024","12,1417","12,0315","12,2317","11,9997","","2,09%"
"09.07.2024","11,8933","12,0036","12,1701","11,8940","","-0,19%"
"08.07.2024","11,9164","12,1100","12,3838","11,9176","","-1,57%"
"05.07.2024","12,1061","12,2487","12,5878","12,0700","","-1,11%"
"04.07.2024","12,2421","12,1729","12,2560","11,9656","","1,32%"
"03.07.2024","12,0823","12,0817","12,1728","11,9038","","0,01%"
"02.07.2024","12,0810","11,9325","12,2055","11,8754","","1,23%"
"01.07.2024","11,9346","11,7994","12,0454","11,6826","","1,15%"
"28.06.2024","11,7988","11,6937","12,1452","11,6749","","0,90%"
"27.06.2024","11,6930","12,1445","12,3738","11,2895","","-3,71%"
"26.06.2024","12,1438","12,0474","12,4131","11,6271","","-0,05%"
"25.06.2024","12,1500","12,1201","12,4192","11,5532","","0,24%"
"24.06.2024","12,1209","12,2675","12,7126","11,6271","","-1,19%"
"21.06.2024","12,2670","12,0344","13,1315","11,5510","","2,08%"
"20.06.2024","12,0165","11,4545","12,4128","11,3136","","4,44%"
"19.06.2024","11,5062","11,8203","12,1956","11,2106","","-2,22%"
"18.06.2024","11,7678","12,2289","12,5380","11,6141","","-3,75%"
"17.06.2024","12,2269","12,3527","12,7321","11,9357","","-1,00%"
"14.06.2024","12,3504","12,1134","13,1954","11,9375","","1,94%"
"13.06.2024","12,1154","12,3450","12,7902","11,7364","","-1,42%"
"12.06.2024","12,2896","12,3052","12,3901","12,2095","","-0,10%"
"11.06.2024","12,3021","12,2590","12,3362","11,9021","","0,33%"
"10.06.2024","12,2614","12,2838","12,4561","12,0217","","0,27%"
"07.06.2024","12,2286","12,3284","12,3558","12,1446","","-0,79%"
"06.06.2024","12,3263","12,2900","12,3613","12,1921","","0,33%"
"05.06.2024","12,2859","12,2681","12,3401","12,1650","","0,47%"
"04.06.2024","12,2280","12,3338","12,3635","12,2006","","-0,85%"
"03.06.2024","12,3328","12,4770","12,4931","12,2472","","-1,17%"
"31.05.2024","12,4794","12,4885","12,6133","12,2268","","-0,14%"
"30.05.2024","12,4970","12,3568","12,5026","12,2930","","1,15%"
"29.05.2024","12,3554","12,2211","12,4443","12,1692","","1,07%"
"28.05.2024","12,2249","12,2772","12,3594","12,1061","","-0,42%"
"27.05.2024","12,2768","12,3709","12,4262","12,0549","","-0,75%"
"24.05.2024","12,3691","12,6478","12,7461","12,1274","","-2,23%"
"23.05.2024","12,6509","12,4539","12,7671","12,1729","","1,57%"
"22.05.2024","12,4552","12,5036","12,6628","12,3223","","-0,07%"
"21.05.2024","12,4645","12,5361","12,5675","12,4203","","-0,52%"
"20.05.2024","12,5298","12,5875","12,6910","12,2493","","-0,51%"
"17.05.2024","12,5942","12,5765","12,6379","12,5394","","0,07%"
"16.05.2024","12,5858","12,6299","12,6565","12,4550","","0,14%"
"15.05.2024","12,5687","12,6257","12,6942","12,5686","","-0,43%"
"14.05.2024","12,6233","12,6599","12,7075","12,4729","","-0,32%"
"13.05.2024","12,6634","12,8163","12,8693","12,5345","","-1,24%"
"10.05.2024","12,8219","12,8111","12,8921","12,5963","","0,07%"
"09.05.2024","12,8126","12,6990","12,8877","12,6963","","1,05%"
"08.05.2024","12,6796","12,6625","12,7879","12,6270","","0,10%"
"07.05.2024","12,6670","12,6515","12,7257","12,5859","","0,28%"
"06.05.2024","12,6317","12,6891","12,8722","12,4533","","0,66%"
"03.05.2024","12,5487","12,7743","13,0071","12,4867","","-0,27%"
"02.05.2024","12,5821","12,8499","13,0710","12,4631","","-2,32%"
"01.05.2024","12,8807","12,9285","13,0574","12,8737","","-0,17%"
"30.04.2024","12,9031","12,9054","12,9611","12,7673","","0,00%"
"29.04.2024","12,9028","12,6805","12,9586","12,6135","","1,77%"
"26.04.2024","12,6786","12,7356","12,8494","12,5373","","-0,45%"
"25.04.2024","12,7361","12,7414","12,7874","12,6657","","-0,01%"
"24.04.2024","12,7373","12,8653","12,9683","12,6440","","-0,97%"
"23.04.2024","12,8622","12,9415","13,1170","12,6537","","-0,28%"
"22.04.2024","12,8978","12,8476","13,0135","12,5947","","0,39%"
"19.04.2024","12,8474","13,0169","13,1364","12,7452","","-0,84%"
