"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-11;13274.95;13274.95;13274.95;13274.95;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-12;13213.68;13213.68;13213.68;13213.68;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-13;12902.07;12902.07;12902.07;12902.07;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-16;12738.1;12738.1;12738.1;12738.1;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-17;12734.79;12734.79;12734.79;12734.79;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-18;12919.54;12919.54;12919.54;12919.54;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-19;12724.27;12724.27;12724.27;12724.27;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-20;12919.38;12919.38;12919.38;12919.38;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-23;12701.86;12701.86;12701.86;12701.86;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-24;12834.46;12834.46;12834.46;12834.46;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-25;12815.21;12815.21;12815.21;12815.21;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-26;12526.33;12526.33;12526.33;12526.33;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-27;12434.44;12434.44;12434.44;12434.44;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-30;12772.98;12772.98;12772.98;12772.98;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-03-31;12886.42;12886.42;12886.42;12886.42;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-04-01;13196.42;13196.42;13196.42;13196.42;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-04-02;13347.43;13347.43;13347.43;13347.43;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-04-03;13367.12;13367.12;13367.12;13367.12;0;;
MEBCTR;Индекс МосБиржи голубых фишек полной доходности «брутто»;2015-04-06;13525.72;13525.72;13525.72;13525.72;0;;
